entity_id,claim_id,rank,property_id,datatype,datavalue,sampling_weight_vb,sampling_weight
Q1192962,Q1192962$9cfd114e-36c1-478d-abd0-0a98cdd7bab5,normal,P8687,quantity,"{'value': {'amount': '+20489', 'unit': '1'}, 'type': 'quantity'}",54|14,3.857142857142857
Q401700,Q401700$10ec38f2-3f3c-4f09-8720-b09cd6c3fab2,normal,P8687,quantity,"{'value': {'amount': '+4407', 'unit': '1'}, 'type': 'quantity'}",54|14,3.857142857142857
Q158732,Q158732$0d33cd16-5257-4c2d-b940-fff7c6275ed5,normal,P8687,quantity,"{'value': {'amount': '+9929', 'unit': '1'}, 'type': 'quantity'}",54|14,3.857142857142857
Q1432917,Q1432917$40a4e840-2a5a-4c0b-9b84-a7ab5ac653ff,preferred,P8687,quantity,"{'value': {'amount': '+3002', 'unit': '1'}, 'type': 'quantity'}",54|14,3.857142857142857
Q3274636,Q3274636$8a4eecc1-2f43-42d7-8094-b80af9189d92,normal,P8687,quantity,"{'value': {'amount': '+1321', 'unit': '1'}, 'type': 'quantity'}",54|14,3.857142857142857
Q1432440,Q1432440$3eeda60d-0cea-4736-b6e7-e285c6fbd9e9,normal,P8687,quantity,"{'value': {'amount': '+12349', 'unit': '1'}, 'type': 'quantity'}",54|14,3.857142857142857
Q2902212,Q2902212$F4DDB8CD-D36F-4827-83E2-878F9FF264D7,normal,P2795,monolingualtext,"{'value': {'text': 'at Connel', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q1347672,Q1347672$2085AD0D-6C6F-4EF1-9D4B-3C8DEE358B84,normal,P2795,monolingualtext,"{'value': {'text': 'enter the city via I-480E toward I-29', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q3234734,Q3234734$B64E49E4-4BD6-4228-BDF3-B850A0B739D7,normal,P2795,monolingualtext,"{'value': {'text': 'is situated 75km from the city centre of Lanzhou', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q1433247,Q1433247$8C87C1AB-196C-450A-9204-E61A99264EBC,normal,P2795,monolingualtext,"{'value': {'text': 'located between Miyanoura and Anbo ports along the circumference of the island', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q1707887,Q1707887$7A790F03-0CCC-4B4D-8AFA-FD0283CE439A,normal,P2795,monolingualtext,"{'value': {'text': 'I-80 East to I-74', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q7545285,Q7545285$6F521131-DC91-440B-A258-E9CE6D05161A,normal,P2795,monolingualtext,"{'value': {'text': 'located 3 miles northeast of Winston-Salem', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q598642,Q598642$490C8CC5-E7FA-40F8-BC4D-E7807F02340B,normal,P2795,monolingualtext,"{'value': {'text': 'in Tafunsak Village, at the north-western corner of Kosrae', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q2587312,Q2587312$EA848F88-94DD-402A-B1D3-AA30757A85FE,normal,P2795,monolingualtext,"{'value': {'text': 'about 9 km from the city center', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q651637,Q651637$C73CC7B1-F2F0-4000-8843-C58A39CA0F65,normal,P2795,monolingualtext,"{'value': {'text': '{{mi|2}} north of town.', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q1433148,Q1433148$FA32E2F8-09D5-4D5B-BFCB-D5BB85F5DD73,normal,P2795,monolingualtext,"{'value': {'text': 'lies 4 kilometres east of the city center, on the edge of the city.', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q8051984,Q8051984$546BD28D-4AFE-445C-B811-31B152E6991B,normal,P2795,monolingualtext,"{'value': {'text': 'is one mile north of the CBD', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q1156310,Q1156310$7D96C524-987C-4AD5-A07F-1B5B0BA1A10E,normal,P2795,monolingualtext,"{'value': {'text': '{{km|29.6}} northeast of Kagoshima-Chūō Station', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q3267344,Q3267344$757722F8-496D-4690-A8F0-7A45EA9756FD,normal,P2795,monolingualtext,"{'value': {'text': '30km outside of the city', 'language': 'en'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q3535924,Q3535924$E283535C-53E4-46A2-8D1B-0FD10D09F668,normal,P2795,monolingualtext,"{'value': {'text': 'A [[Savè]]', 'language': 'it'}, 'type': 'monolingualtext'}",55|14,3.9285714285714284
Q1161027,Q1161027$052c82ea-4093-42f4-a289-58f2e4900a6b,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 179424, 'id': 'Q179424'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q1432379,Q1432379$ecbae1a7-4d8d-4304-9355-a8793316b666,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67393660, 'id': 'Q67393660'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q3914966,Q3914966$e4f31ab1-9f9d-4042-9dec-26d02d15921f,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67442940, 'id': 'Q67442940'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q20462163,Q20462163$8f112992-6c43-4d58-b448-65e49fab684f,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 183544, 'id': 'Q183544'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q7164743,Q7164743$184f1d02-a1c6-4350-87da-48ff1d963e4e,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67479626, 'id': 'Q67479626'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q787097,Q787097$4a430247-5173-4e6f-b022-7ef5a204bca4,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67311417, 'id': 'Q67311417'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q8982,Q8982$95424d8a-3348-4541-9d27-5b0a1f53a48a,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67442940, 'id': 'Q67442940'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q3813810,Q3813810$1438dae6-5f5f-4b22-a228-2c02e49106b9,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 30612390, 'id': 'Q30612390'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q7275381,Q7275381$7d2e61ee-7887-4138-b834-ede51933efff,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67575123, 'id': 'Q67575123'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q178021,Q178021$8654f673-5934-4251-b7d9-94129e2d8253,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 173500, 'id': 'Q173500'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q7275397,Q7275397$9ecf7268-a4b7-4550-90af-17b08bca1278,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67575300, 'id': 'Q67575300'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q1405771,Q1405771$15fc7478-d090-4598-963b-462e17f67843,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67479626, 'id': 'Q67479626'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q3915293,Q3915293$87bc541f-af0c-4a9b-92ff-fbcde9f0d19b,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67533246, 'id': 'Q67533246'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q3914750,Q3914750$c48fb5a3-295c-428d-8cbf-aeaa466bc3ab,normal,P7959,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 67284726, 'id': 'Q67284726'}, 'type': 'wikibase-entityid'}",59|14,4.214285714285714
Q46280,q46280$7DE1CB2A-42A0-43F4-9414-DE01D928571D,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 794563, 'id': 'Q794563'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q186457,Q186457$a593d005-40c6-023e-a051-d4038700fc1f,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 291464, 'id': 'Q291464'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q12694601,Q12694601$0240A014-3869-4DFC-87A9-3B7D9C195DEB,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 483268, 'id': 'Q483268'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q1433148,Q1433148$80d42d1c-4ff8-b36b-4c1a-c85b94bad235,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1571428, 'id': 'Q1571428'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q651585,Q651585$86976307-470e-2f03-61ed-ffd153926c77,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 5663994, 'id': 'Q5663994'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q505572,q505572$fc3db6c8-4df8-0d8a-cf7b-5dc85a0ac41f,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 2767140, 'id': 'Q2767140'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q8721,Q8721$4162d46d-482c-6516-47ce-f379e1580bbe,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 18712098, 'id': 'Q18712098'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q127955,Q127955$09F6A248-C140-449E-963B-1A390F78C58A,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1285499, 'id': 'Q1285499'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q898922,Q898922$0ab147ad-4f5c-8490-2cc5-cfef6a2a0a12,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1571428, 'id': 'Q1571428'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q1655471,Q1655471$c8de509c-48cd-66fb-48be-3935f214853c,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 6781255, 'id': 'Q6781255'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q330015,q330015$D2EBDD5B-8B0B-4B55-84C1-04846A87909B,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 16554, 'id': 'Q16554'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q868994,Q868994$434c1531-491b-154b-e704-bc1b27af7d50,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 33405, 'id': 'Q33405'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q3886454,Q3886454$0e0aa976-4ed0-a720-fb94-a83435e6228c,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 219712, 'id': 'Q219712'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q111731,Q111731$7b2a2e60-4811-bc5d-aaa7-4a842db6a8d5,normal,P127,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 4240826, 'id': 'Q4240826'}, 'type': 'wikibase-entityid'}",67|14,4.785714285714286
Q9585765,Q9585765$F0B535B7-E77F-4A5F-B599-BC9F13A9E752,normal,P1448,monolingualtext,"{'value': {'text': 'Fazenda Centrino', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q657271,Q657271$AEC3C82C-039C-448A-A704-82A690B41FF2,normal,P1448,monolingualtext,"{'value': {'text': 'Aeroporto Internacional de Manaus / Eduardo Gomes', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q9585284,Q9585284$E0BF85B7-EDC8-4D3E-972A-CF18176036F1,normal,P1448,monolingualtext,"{'value': {'text': 'Aeroclube de Campina Grande', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q17437766,Q17437766$B50D178D-7025-4676-9071-898997BA46B2,normal,P1448,monolingualtext,"{'value': {'text': 'Fazenda Estrela', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q2395917,Q2395917$88DAA016-7DBD-4661-B526-53CF29C55260,normal,P1448,monolingualtext,"{'value': {'text': 'Pelotas', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q12693963,Q12693963$188FD953-B6C7-4516-B4B2-7EF4DA5A989D,normal,P1448,monolingualtext,"{'value': {'text': 'Mirassol', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q9586474,Q9586474$D3E26E76-C305-4DC6-AD87-D60139A880DD,normal,P1448,monolingualtext,"{'value': {'text': 'Fazenda Sibéria', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q1655232,Q1655232$A1F58C37-4D07-431E-A0AF-5021568B2782,normal,P1448,monolingualtext,"{'value': {'text': 'Pampulha - Carlos Drummond De Andrade', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q2788467,Q2788467$C7E6E562-EE61-45FE-8DCA-FA2CB3E6593F,normal,P1448,monolingualtext,"{'value': {'text': 'Barcelos', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q9586102,Q9586102$DC00D785-C561-4100-AE90-85EBAFB6C1D8,normal,P1448,monolingualtext,"{'value': {'text': 'Júlio De Castilhos', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q12692647,Q12692647$CC0F2ED0-F6A8-49E7-BDA5-62996B556CDD,normal,P1448,monolingualtext,"{'value': {'text': 'Serra Branca Agrícola', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q20458083,Q20458083$D5A68BA8-1610-431F-A928-C82F71410E18,normal,P1448,monolingualtext,"{'value': {'text': 'Fazenda Centúria Austrália', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q12692345,Q12692345$DEC1CBCB-3494-490D-8FF7-34E84DA91173,normal,P1448,monolingualtext,"{'value': {'text': 'Creputiá', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q18473568,Q18473568$156FFE2C-C355-428C-A12A-ABB13E95161B,normal,P1448,monolingualtext,"{'value': {'text': 'São Lourenço', 'language': 'pt'}, 'type': 'monolingualtext'}",163|14,11.642857142857142
Q401700,Q401700$766c1e43-4135-c991-ead6-11a47a3aa006,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 505572, 'id': 'Q505572'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q1321723,Q1321723$14d180e4-4b3a-fa3e-68ac-06d28212e83d,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 503364, 'id': 'Q503364'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q330015,q330015$c6e07af2-4787-aaa8-6967-fb5bd32ed93e,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 875749, 'id': 'Q875749'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q30603,Q30603$4fc47df7-403f-2ffc-3357-5fa73f417db6,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 527157, 'id': 'Q527157'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q3595649,Q3595649$0c11feeb-4a69-8e8b-1ecd-bf8625bb93aa,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1431173, 'id': 'Q1431173'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q592172,Q592172$958e0be5-41fe-c2c7-ae91-11432e7b047d,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 635826, 'id': 'Q635826'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q592172,Q592172$265728cd-4391-4b5c-11a2-9bd48de44959,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 3465662, 'id': 'Q3465662'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q592172,Q592172$b051ed0b-4bf8-d45c-df25-be7c985f6e99,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 278667, 'id': 'Q278667'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q1321723,Q1321723$6f174c6a-4cde-fcba-3701-6cb688e09af3,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 3276974, 'id': 'Q3276974'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q3595649,Q3595649$18b752dd-47ee-acd2-4fa6-df80a59f3500,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 643562, 'id': 'Q643562'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q592172,Q592172$e31ed751-4d07-d908-e339-37fc1d3bc337,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 32159, 'id': 'Q32159'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q592172,Q592172$ab00c41a-4f98-99b7-a94d-74b10e0ad7ce,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 937462, 'id': 'Q937462'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q592172,Q592172$04bdb941-4b56-669b-606f-a8d30e282463,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 181479, 'id': 'Q181479'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q7285421,Q7285421$fa33ba1a-49de-f316-7829-141da293c2ce,normal,P521,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1849321, 'id': 'Q1849321'}, 'type': 'wikibase-entityid'}",249|14,17.785714285714285
Q733998,Q733998$6999D93A-0E84-4ADE-A541-79D35C2687AA,normal,P1619,time,"{'value': {'time': '+1945-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q11824762,Q11824762$A34191DC-6A19-478E-890E-89D01C9F6DAE,normal,P1619,time,"{'value': {'time': '+1990-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q1139574,Q1139574$B125A814-2A17-42D8-9722-05B4792B005B,normal,P1619,time,"{'value': {'time': '+2019-09-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q721618,Q721618$8d70e4c0-42c7-0b1d-0eeb-81b7cd5877ba,normal,P1619,time,"{'value': {'time': '+1950-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q1352314,Q1352314$5BE0F180-0B6F-4AE5-BAFF-E5C1268F864A,normal,P1619,time,"{'value': {'time': '+2011-10-18T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q369185,Q369185$031E28E5-C599-47CF-9B74-241B26852824,normal,P1619,time,"{'value': {'time': '+1935-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q1431016,Q1431016$4592F7A7-9135-49C0-A579-9C4B58016807,normal,P1619,time,"{'value': {'time': '+1915-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q1433247,Q1433247$A60385F9-95CE-4BE9-BCDD-B4C13E52FDDC,normal,P1619,time,"{'value': {'time': '+1963-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q738719,Q738719$B9655AED-28DE-4C07-BB05-E2730B0A9DD7,normal,P1619,time,"{'value': {'time': '+1919-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q1444671,Q1444671$E02CF8A1-D130-44D6-88FB-5B2E5E8736B0,normal,P1619,time,"{'value': {'time': '+1978-10-24T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q3566390,Q3566390$BEEBF841-6C3B-4583-88EB-DEA021A3FD56,normal,P1619,time,"{'value': {'time': '+1929-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q127121,Q127121$A0E89186-482A-494D-A1BB-F9BC57930767,normal,P1619,time,"{'value': {'time': '+1958-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q1933061,Q1933061$D3B96605-4307-45A5-A1F0-63B35755B6B3,normal,P1619,time,"{'value': {'time': '+1993-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q1344758,Q1344758$B02AA36E-BB4F-4534-858F-DD7271F5FA56,normal,P1619,time,"{'value': {'time': '+1919-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",374|14,26.714285714285715
Q1432943,Q1432943$826924C3-688C-410A-B040-0446F89E44A5,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 4321876, 'id': 'Q4321876'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q49751175,Q49751175$1A4A8A4C-0F2A-4E98-A90C-98A4AB5E853D,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1891156, 'id': 'Q1891156'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q7960943,Q7960943$B3BB42A2-4AD6-45F5-8278-D513A22748F1,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 11223, 'id': 'Q11223'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q1431106,Q1431106$3A057D3F-3175-4483-B27B-A37B4D87F77F,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 4708536, 'id': 'Q4708536'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q1785757,Q1785757$40B4A661-289B-4BF2-A024-AB10F82F31C3,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 407064, 'id': 'Q407064'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q3015021,Q3015021$77BBDEAD-DDB5-46A6-B005-7301C95588B9,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 11220, 'id': 'Q11220'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q1046748,Q1046748$7cd7537c-44c7-a629-aa60-ba56fe0cc51e,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1376196, 'id': 'Q1376196'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q641967,Q641967$26C802BF-F17C-43D5-BD99-54D004DFAB02,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1407601, 'id': 'Q1407601'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q1431123,Q1431123$DE7C5B44-AC6F-4A51-A261-B23C53FDF1AE,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 3559968, 'id': 'Q3559968'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q3912632,Q3912632$A8E1DAE8-164D-4985-B888-5A13C7B1E25E,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 2035496, 'id': 'Q2035496'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q1322429,Q1322429$4E2B8A43-0621-473C-8A21-E1D0256E948C,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 4499858, 'id': 'Q4499858'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q1433305,Q1433305$E3291636-75F6-436A-8B8D-9E4B545888F8,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1571428, 'id': 'Q1571428'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q1432849,Q1432849$c62d2681-4927-b38e-54f6-ea0224474930,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1206947, 'id': 'Q1206947'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q930897,Q930897$24254ECA-42B8-43C6-AC97-A408C4B12161,normal,P137,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 4499858, 'id': 'Q4499858'}, 'type': 'wikibase-entityid'}",601|14,42.92857142857143
Q74844185,Q74844185$862E127C-2D4F-442D-9FB9-65419A040FDC,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 74844086, 'id': 'Q74844086'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q49746321,Q49746321$07182BFD-6872-4AA5-BE46-3C1040B5D9F9,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 35257867, 'id': 'Q35257867'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q2613681,Q2613681$439c8369-4aad-20e9-cd8b-5286b20adba1,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 14688756, 'id': 'Q14688756'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q35261192,Q35261192$DACD301F-7803-4EB2-ADB3-019ADAE546B4,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 49746564, 'id': 'Q49746564'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q1655298,Q1655298$f52d87f3-4ae4-b46f-21da-714f2dd47420,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1657819, 'id': 'Q1657819'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q6588676,Q6588676$280F627B-A7BB-4B31-9E0F-1CB9B20B0A82,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 61724915, 'id': 'Q61724915'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q35247927,Q35247927$0FB3500B-0B9E-4AB6-A284-B4F39D302486,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 61724795, 'id': 'Q61724795'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
